,price,id
5301,9.99,429020
5302,7.99,409440
5303,5.99,351330
5304,4.99,436950
5305,9.99,339440
5306,4.99,395350
5307,14.99,426170
5308,9.99,431680
5309,14.99,432130
5310,4.99,322430
5311,4.99,393390
5312,0.0,415860
5313,3.99,444320
5314,6.99,433570
5315,9.99,423270
5316,0.99,429200
5317,0.99,434260
5318,39.99,376932
5319,2.99,436790
5320,1.99,437880
5321,2.99,439930
5322,7.99,388120
5323,49.0,428340
5324,0.99,400810
5325,2.99,440760
5326,2.99,444820
5327,4.99,427930
5328,1.99,428710
5329,0.0,436110
5330,4.99,443400
5331,7.99,435300
5332,19.99,391720
5333,0.0,430330
5334,14.99,436510
5335,7.99,410760
5336,9.99,394260
5337,19.99,425110
5338,39.99,310950
5339,12.99,444680
5340,4.99,365510
5341,6.99,444780
5342,9.99,379544
5343,19.99,379583
5344,4.99,418360
5345,4.99,435510
5346,1.99,433270
5347,0.99,444410
5348,2.99,441540
5349,0.99,404850
5350,4.99,406940
5351,4.99,427675
5352,5.99,425760
5353,3.99,399530
5354,20.99,427676
5355,4.99,440950
5356,19.99,392000
5357,6.99,438270
5358,12.99,404980
5359,0.99,434680
5360,5.99,439740
5362,4.99,437710
5363,2.99,405050
5364,9.99,402060
5365,1.99,385670
5366,8.99,402150
5367,4.99,444550
5368,8.99,443980
5369,14.99,262120
5370,2.99,443780
5371,0.99,444940
5373,2.99,434820
5374,19.99,433850
5375,0.0,253490
5376,9.99,434860
5377,49.99,440390
5378,9.99,412560
5379,9.99,399120
5380,6.99,441760
5381,12.99,430190
5382,1.99,443660
5383,9.99,411650
5384,9.99,429610
5385,0.99,444160
5386,9.99,350090
5387,0.99,440530
5388,5.99,444430
5389,14.99,246620
5390,9.99,403940
5391,19.99,413410
5392,2.99,433490
5393,19.99,258659
5394,14.99,431730
5395,14.99,432760
5397,7.99,444000
5398,0.99,434530
5399,3.99,445380
5400,9.99,429690
5401,0.0,442290
5402,14.99,296010
5403,0.99,434780
5404,14.99,358460
5405,6.99,442820
5406,3.99,433460
5407,0.0,323910
5408,3.99,436450
5409,5.99,434910
5410,4.99,434070
5411,4.99,442100
5412,2.99,441870
5413,3.99,426060
5414,4.99,442101
5415,7.99,438340
5416,9.99,444580
5417,4.99,440690
5418,19.99,376933
5419,2.99,390456
5420,11.99,394830
5421,2.99,390458
5422,2.99,390457
5423,2.99,390459
5424,2.99,436570
5425,11.99,436571
5426,3.99,445920
5427,5.99,354280
5428,9.99,419080
5429,4.99,402660
5430,2.99,417465
5431,6.99,404250
5432,0.99,438810
5433,19.99,379576
5434,16.99,379582
5435,19.99,379543
5436,8.99,440810
5437,14.99,336210
5438,14.99,318600
5439,7.99,427820
5440,6.99,435190
5441,6.99,435200
5442,0.99,446890
5443,2.99,444220
5444,6.99,425040
5445,16.99,425210
5446,10.93,377590
5447,9.99,396480
5448,4.99,326023
5449,1.99,411030
5450,0.99,435175
5451,0.99,435170
5452,0.0,445080
5453,0.99,435173
5454,0.0,435177
5455,0.99,435172
5456,0.99,435176
5457,0.99,435174
5458,4.99,435171
5460,7.99,268360
5461,14.99,373410
5462,14.99,405900
5464,0.99,447300
5465,3.99,439540
5467,1.39,441940
5468,14.99,427030
5469,4.99,423750
5470,9.99,420440
5471,9.99,415800
5472,4.99,447890
5473,3.99,442260
5474,0.0,444040
5475,4.99,440820
5476,0.99,428530
5477,14.99,395850
5478,0.0,438040
5479,2.99,445170
5480,3.99,443530
5481,0.0,434180
5482,5.99,412130
5483,0.99,392440
5484,7.99,446980
5485,9.99,444950
5486,9.99,430960
5487,11.99,441720
5488,0.99,442000
5489,14.99,424250
5490,4.99,433960
5491,2.99,448750
5492,15.99,401690
5493,5.99,440340
5494,39.99,413540
5495,8.99,434970
5496,2.99,434390
5497,49.99,442310
5498,0.99,372810
5499,24.99,322500
5500,15.99,447480
5501,1.99,431860
5502,1.99,443850
5503,9.99,442500
5504,4.99,444280
5505,2.99,434700
5506,9.99,381320
5507,9.99,440880
5508,4.99,326047
5509,14.99,352950
5510,7.99,407830
5511,1.99,435570
5512,9.99,402040
5513,1.99,355560
5514,2.99,441700
5515,9.99,402340
5516,9.99,450150
5517,6.99,445710
5518,4.99,441710
5519,0.0,437400
5520,9.99,374620
5521,0.0,432290
5522,9.99,449600
5523,5.99,440380
5524,2.99,449360
5525,9.99,428550
5526,3.99,443470
5527,7.99,446460
5528,4.99,446480
5529,4.99,446470
5530,7.99,446440
5531,4.99,433210
5532,3.99,450780
5533,2.99,449350
5534,0.0,421670
5535,4.99,431410
5536,7.99,420160
5537,6.99,449601
5538,4.99,371870
5539,6.99,449603
5540,6.99,449602
5541,3.99,389510
5542,19.99,416424
5543,0.0,450220
5544,1.99,438690
5545,12.99,427860
5546,4.99,437702
5547,49.99,365590
5548,18.99,366690
5549,39.99,437700
5550,4.99,437701
5551,0.0,412310
5552,7.99,408880
5553,9.99,434062
5554,14.99,434061
5555,0.0,438140
5556,1.99,440040
5557,4.99,438150
5558,1.99,440050
5559,3.99,440030
5560,14.99,379586
5561,10.99,379587
5562,18.99,379588
5563,2.99,429908
5564,2.99,430310
5565,2.99,430311
5566,2.99,430316
5567,2.99,430317
5568,11.99,400551
5569,2.99,430315
5570,2.99,436576
5571,19.99,322630
5572,2.99,436577
5573,0.0,334370
5574,1.99,419240
5575,9.99,451140
5576,9.99,336030
5577,4.99,431220
5578,49.99,353890
5579,3.99,448350
5580,7.99,397860
5581,1.99,448010
5582,3.99,446960
5583,9.99,379980
5584,5.99,450840
5585,7.99,446430
5586,39.99,406720
5587,2.99,304190
5589,2.99,448790
5590,4.99,429250
5591,2.99,436580
5592,4.99,357490
5593,4.99,448000
5594,1.99,446860
5595,9.99,416420
5596,1.99,454080
5597,3.99,443940
5598,9.99,454110
5599,3.99,454660
5600,3.99,381160
5601,2.99,436581
5602,2.99,436582
5603,9.99,378041
5604,11.99,436584
5605,2.99,436583
5606,14.99,356040
5607,0.0,449130
5609,24.99,450080
5610,4.99,447970
5611,4.99,439920
5612,9.99,454791
5613,4.99,446380
5614,4.99,454790
5615,11.99,448400
5616,11.99,387400
5617,3.99,352050
5618,1.99,445341
5619,2.99,445340
5620,14.99,441680
5621,4.99,428600
5622,4.99,428601
5623,4.99,428602
5624,9.99,413480
5626,0.99,449200
5627,0.0,449040
5628,1.99,454190
5629,1.99,96100
5630,0.99,451030
5631,14.99,368150
5632,2.99,436587
5633,0.99,456040
5634,7.99,454330
5635,1.99,455451
5636,0.0,299910
5637,1.99,449720
5638,0.99,456120
5639,14.99,406830
5640,7.99,436588
5641,6.99,433241
5642,2.99,454740
5643,4.99,453790
5644,19.99,317320
5645,7.99,444770
5646,1.99,450890
5647,0.99,450870
5648,2.99,453730
5649,1.99,367140
5650,7.99,406170
5651,19.99,408960
5652,9.99,456890
5653,0.0,455440
5655,3.99,403850
5656,9.99,400020
5657,2.99,449950
5658,5.99,384330
5659,4.99,446830
5660,19.99,421120
5661,14.99,434000
5662,6.99,455370
5663,6.99,448380
5664,19.99,412460
5665,0.0,397100
5666,1.99,455970
5667,9.99,424850
5668,2.99,449500
5669,0.99,449680
5670,9.99,397390
5671,2.99,451920
5672,19.99,393820
5673,4.99,450650
5674,0.0,372000
5675,4.99,439900
5676,19.99,330770
5677,0.99,453330
5678,19.99,300060
5679,4.99,446330
5680,36.99,445262
5681,9.99,429310
5682,5.99,445260
5684,2.99,439500
5685,9.99,426860
5686,3.99,446310
5687,2.99,439501
5688,9.99,438780
5689,4.99,433500
5690,2.99,436589
5691,2.99,436590
5692,2.99,436592
5693,9.99,436593
5694,2.99,436591
5695,8.99,440720
5696,10.99,428563
5697,13.99,428564
5698,0.99,457710
5700,19.99,257850
5701,14.99,382110
5702,4.99,422980
5703,4.99,441060
5704,19.99,437000
5705,9.99,457880
5706,14.99,345990
5707,9.99,420500
5709,2.99,419110
5710,0.99,448610
5712,0.0,448570
5713,9.99,442770
5714,19.99,392190
5715,1.99,456430
5716,19.99,400360
5717,0.99,456470
5718,1.99,457490
5719,3.99,451650
5720,2.99,457450
5721,9.99,420550
5722,19.99,327220
5723,2.99,432990
5724,0.99,449220
5725,2.99,420840
5726,0.0,434430
5727,14.99,380670
5729,0.0,447270
5730,14.99,457960
5731,19.99,428370
5732,9.99,409390
5733,0.0,446770
5734,7.99,427890
5735,4.99,459260
5736,0.0,452710
5737,5.99,436121
5738,14.99,436120
5739,2.49,443720
5740,6.99,458030
5741,14.99,433700
5742,0.0,343730
5743,0.99,457870
5744,19.99,412740
5745,14.99,414120
5746,9.99,451520
5747,19.99,322770
5748,4.99,410570
5749,9.99,358830
5750,4.99,439690
5751,1.99,457690
5752,19.99,65217
5753,3.99,456420
5754,4.99,428603
5755,4.99,428605
5756,4.99,428604
5757,3.99,444800
5758,4.99,408240
5759,6.99,376941
5760,19.99,376940
5761,9.99,405550
5762,0.99,425380
5763,2.99,427640
5764,0.0,443580
5765,7.99,434540
5766,3.99,461020
5767,4.99,446250
5768,4.99,444390
5769,8.99,423800
5770,19.99,443970
5771,19.99,338310
5772,2.99,394010
5774,19.99,455980
5775,17.99,377140
5776,4.99,452960
5777,14.99,427470
5778,4.99,456280
5779,4.99,460740
5780,2.99,436598
5781,2.99,436599
5782,2.99,436600
5783,2.99,436601
5784,3.99,411870
5785,2.99,388475
5786,2.99,450550
5787,0.99,453820
5788,14.99,406290
5789,4.99,451710
5790,2.99,405530
5791,0.0,431500
5792,12.99,432720
5793,0.0,439940
5794,0.99,461010
5795,14.99,408640
5796,15.99,461090
5797,0.99,462550
5798,5.99,458820
5799,7.99,457610
5800,2.99,461400
5801,6.99,366260
5804,4.99,414290
5805,9.99,432480
5806,4.99,431430
5807,19.99,462740
5808,1.99,457660
5809,18.99,460030
5810,0.0,445130
5811,9.99,415150
5812,0.0,424780
5813,0.99,459240
5814,39.99,458380
5815,9.99,300260
5816,19.99,446620
5817,0.0,461180
5818,4.99,461200
5819,0.99,458400
5820,1.99,394540
5821,1.99,459940
5822,6.99,444870
5823,7.99,436607
5824,1.99,435111
5825,7.99,365200
5826,2.99,463850
5827,9.99,455830
5828,9.99,371010
5829,7.99,425440
5830,19.99,376934
5831,3.99,394160
5833,14.99,375210
5834,3.99,403400
5835,3.99,403410
5836,3.99,403430
5837,29.99,454800
5838,24.99,411370
5839,2.99,463010
5840,4.99,462220
5841,4.99,429280
5842,0.0,444250
5843,9.99,461140
5844,14.99,446020
5845,1.99,455030
5846,19.99,451640
5847,4.99,454030
5848,1.99,464640
5849,4.99,451680
5850,6.99,463320
5851,2.99,428830
5852,3.99,464380
5853,24.99,433744
5854,13.99,453440
5855,4.99,464860
5856,14.99,427250
5857,3.99,427390
5858,4.99,462460
5859,3.99,462170
5860,3.99,427350
5861,3.99,427300
5862,3.99,427360
5863,3.99,427370
5864,3.99,427320
5865,3.99,421370
5866,3.99,427310
5867,3.99,453450
5868,3.99,416560
5869,3.99,416520
5870,3.99,417590
5871,3.99,417610
5872,3.99,426500
5873,3.99,426530
5874,3.99,453920
5875,3.99,426540
5876,3.99,426420
5877,3.99,426520
5878,3.99,426510
5879,3.99,417640
5880,3.99,417630
5881,3.99,441170
5882,3.99,441160
5883,3.99,421460
5884,3.99,421470
5885,3.99,421490
5886,3.99,421480
5887,3.99,421450
5888,3.99,417580
5889,3.99,426470
5890,3.99,426480
5891,3.99,417560
5892,3.99,426440
5893,3.99,417670
5894,3.99,441150
5895,3.99,437240
5896,3.99,441100
5897,3.99,441090
5898,3.99,441180
5899,3.99,441200
5900,3.99,441080
5901,3.99,441210
5902,3.99,426350
5903,3.99,437260
5904,3.99,426450
5905,3.99,441140
5906,3.99,441190
5907,0.0,410810
5908,3.99,441120
5909,7.99,379210
5910,3.99,421240
5911,0.99,458060
5912,0.99,464130
5913,9.99,332410
5914,5.99,449710
5915,9.99,338130
5916,6.99,428940
5917,14.99,397320
5918,4.99,461520
5919,9.99,454420
5920,0.0,463390
5921,2.99,363250
5922,16.99,455270
5923,2.99,464180
5924,34.99,455280
5925,0.99,464230
5926,1.99,463310
5928,9.99,370940
5929,14.99,251270
5930,4.99,350271
5931,6.99,434490
5932,14.99,457320
5933,0.99,426926
5934,0.99,426927
5935,0.99,426928
5936,0.99,426929
5937,0.99,426990
5938,0.99,426993
5939,0.99,426994
5940,0.99,426991
5941,0.99,426995
5942,0.99,426992
5943,0.99,426998
5944,0.99,426996
5945,0.99,426997
5946,0.99,426999
5947,0.99,427001
5948,0.99,427000
5949,1.99,462960
5950,0.0,461750
5951,6.99,433242
5952,9.99,430120
5953,44.99,460240
5955,2.99,461230
5956,0.99,465530
5957,19.99,284410
5958,2.99,428430
5960,5.99,458640
5961,19.99,466250
5962,9.99,360280
5963,2.99,436608
5964,2.99,436609
5965,2.99,436610
5966,4.99,395880
5967,7.99,436611
5968,0.99,426920
5969,29.99,415480
5970,0.99,426922
5971,0.99,426921
5972,0.99,426923
5973,0.99,426924
5974,0.0,464810
5975,5.99,456050
5976,9.99,463750
5977,0.0,436160
5978,0.99,426925
5979,4.99,462950
5980,9.99,443650
5981,4.99,465210
5982,4.99,458530
5983,19.99,387290
5984,9.99,465980
5985,0.0,466390
5986,1.99,465691
5987,7.99,387984
5988,3.99,456440
5989,3.99,462730
5990,0.99,463200
5991,4.99,458830
5992,7.99,457600
5993,4.99,461040
5994,2.99,367890
5995,4.49,399836
5996,2.99,444790
5997,1.99,461890
5998,5.99,465450
5999,0.99,463210
6000,19.99,439960
6001,34.99,438130
6002,7.99,366230
6003,4.99,463240
6004,1.99,461280
6005,19.99,376945
6006,99.99,435740
6007,4.99,362350
6008,0.0,465730
6009,19.99,222573
6010,0.99,463000
6011,9.99,401820
6012,19.99,271240
6013,0.0,329280
6014,4.99,446450
6015,2.99,461130
6016,9.99,462280
6017,39.99,433745
6018,14.99,454560
6019,4.99,465600
6020,15.99,340680
6021,4.99,462830
6022,12.99,433746
6023,3.99,436430
6024,9.99,433380
6025,14.99,386080
6026,8.99,462000
6027,4.99,442860
6028,14.99,377480
6029,3.99,448260
6030,0.99,465610
6031,0.99,448050
6032,0.99,460890
6033,0.99,463710
6034,4.99,456810
6035,0.99,465340
6036,29.99,441850
6037,1.99,436460
6038,14.99,465830
6039,14.99,465831
6040,19.99,446010
6041,34.99,303290
6042,1.99,464720
6043,4.99,467300
6044,3.99,463050
6045,14.99,445420
6046,6.99,453400
6047,4.99,459020
6048,7.99,465320
6049,6.99,464630
6050,1.99,463040
6051,5.99,465000
6052,0.0,449470
6053,9.99,465020
6054,2.99,458990
6055,4.99,463360
6056,14.99,396700
6057,4.99,465130
6058,9.99,443070
6059,0.0,321400
6060,29.99,465832
6061,9.99,464900
6063,14.99,370910
6064,6.99,463290
6065,1.99,373880
6066,0.99,433750
6067,9.99,428540
6068,11.99,436617
6069,2.99,436612
6070,2.99,436614
6071,2.99,436613
6072,2.99,436616
6073,2.99,436615
6074,34.99,288140
6075,2.99,449390
6076,4.99,448020
6077,0.0,394230
6078,14.99,385560
6079,4.99,435519
6080,0.99,465310
6081,19.99,452950
6082,3.99,467190
6083,19.99,453090
6084,3.99,467180
6085,3.99,467110
6086,3.99,467100
6087,3.99,467160
6088,3.99,467200
6089,3.99,467140
6090,12.99,290060
6091,3.99,467130
6092,11.99,405000
6093,4.99,408110
6094,2.99,461880
6095,6.99,468520
6096,6.99,468610
6097,5.99,471310
6098,9.99,461580
6099,0.0,420790
6100,0.0,461820
6101,2.99,436619
6102,9.99,436622
6103,24.99,350110
6104,2.99,449391
6105,1.99,470230
6106,7.99,425150
6107,2.99,436618
6108,2.99,436621
6109,2.99,436620
6110,0.99,463220
6111,0.0,471450
6112,3.99,452110
6113,6.99,465930
6114,1.99,464190
6115,0.99,469730
6116,4.99,384380
6117,12.99,444670
6118,2.99,460960
6119,3.99,466580
6120,4.99,471240
6121,4.99,469560
6122,1.99,406670
6123,9.99,351990
6124,39.99,325976
6125,9.99,453060
6126,0.99,468490
6127,3.99,447000
6128,4.99,413500
6129,19.99,451110
6130,29.99,359870
6131,4.99,462580
6132,9.99,433910
6133,9.99,466490
6135,3.99,467000
6136,6.99,449420
6137,9.99,433090
6138,2.99,470770
6139,4.99,433200
6140,11.99,363520
6141,1.99,456600
6142,3.99,450200
6143,3.99,450260
6144,9.99,414810
6145,3.99,450270
6146,2.99,453270
6147,3.99,450280
6148,3.99,450300
6149,3.99,450310
6150,3.99,446690
6151,3.99,450230
6152,3.99,421320
6153,3.99,452140
6154,0.0,466380
6155,3.99,452160
6156,3.99,452150
6157,3.99,452270
6158,3.99,452170
6159,3.99,452260
6160,3.99,452300
6161,3.99,452350
6162,3.99,452330
6163,3.99,452370
6164,3.99,452380
6165,3.99,452360
6166,4.99,464330
6167,24.99,303310
6169,4.99,465230
6170,11.99,458790
6171,1.99,461640
6172,2.99,473520
6173,1.99,473510
6174,11.99,467930
6175,7.49,427400
6176,24.99,462660
6177,1.99,466210
6178,14.99,473430
6179,13.99,471250
6180,3.99,467210
6181,0.0,473850
6182,29.99,223100
6183,17.99,283640
6184,14.99,402310
6185,14.99,445990
6186,2.99,449392
6187,9.99,471650
6188,0.99,473560
6189,13.99,462470
6190,0.99,388830
6191,7.99,366270
6192,3.99,471170
6193,19.99,254320
6194,9.99,368640
6195,4.99,473090
6196,1.99,461935
6197,29.99,356180
6198,4.99,468800
6199,1.99,440150
6200,3.99,463610
6201,5.99,443730
6202,7.99,463440
6203,0.0,448310
6204,11.99,475180
6205,2.99,472630
6206,1.99,453620
6207,14.99,422640
6208,6.99,395100
6209,3.99,372490
6210,0.99,477830
6211,0.0,466960
6212,16.99,343961
6213,3.99,461380
6214,39.99,458750
6215,4.99,467950
6216,4.99,464240
6217,3.99,467850
6218,1.99,470691
6219,1.99,466790
6220,0.99,364880
6221,4.99,460970
6222,4.99,471570
6223,2.99,463810
6224,0.0,477130
6226,0.0,449394
6227,9.99,466020
6228,4.99,474910
6229,0.0,454600
6230,4.99,473670
6231,2.99,436627
6232,2.99,436629
6233,2.99,436628
6234,7.99,436630
6235,2.99,466420
6236,4.99,452981
6237,4.99,452982
6238,9.99,415740
6239,4.99,436470
6240,4.99,472740
6241,49.99,467520
6242,9.99,405960
6243,1.99,461030
6244,9.99,453770
6245,12.99,453320
6246,4.99,407940
6247,0.0,473660
6248,4.99,441510
6249,7.99,451900
6250,9.99,478210
6251,3.99,470190
6252,7.99,363990
6253,4.99,437520
6254,0.0,466170
6255,49.99,411910
6256,9.99,472490
6257,2.99,454260
6258,1.99,473840
6259,14.99,465410
6260,18.99,465570
6261,3.99,476470
6262,0.99,476240
6263,19.99,449300
6264,12.99,463460
6265,1.99,481490
6266,2.99,436631
6267,6.99,429462
6268,2.99,436632
6269,7.99,436634
6270,9.99,463980
6271,0.0,310370
6272,7.49,460390
6273,4.99,483300
6274,14.99,391550
6275,0.99,461241
6276,0.0,474010
6277,2.99,436633
6278,0.0,420825
6279,0.0,420824
6280,0.99,477290
6281,1.99,487050
6282,14.99,479100
6283,0.99,485890
6284,1.99,482300
6285,4.99,485270
6286,4.99,486360
6287,4.99,431850
6288,19.99,457080
6289,0.99,467031
6290,9.99,361280
6291,9.99,468280
6292,9.99,459040
6293,0.0,455460
6294,6.99,455200
6295,0.0,485760
6296,5.99,366849
6297,0.99,464511
6298,0.99,467030
6299,2.99,464522
6300,0.99,464513
6301,1.99,482221
6302,1.99,482222
6303,19.99,380750
6304,5.99,467960
6305,4.99,453300
6306,14.99,385380
6307,0.0,482390
6308,2.99,476880
6309,1.99,485860
6310,3.99,478300
6311,6.99,478301
6312,2.99,476450
6313,9.99,466030
6314,2.49,442050
6315,3.99,482420
6316,9.99,468726
6317,5.99,436280
6318,1.99,483790
6319,0.99,485560
6320,9.99,487020
6321,29.99,347170
6322,0.0,486210
6323,4.99,485110
6324,2.99,487370
6325,4.99,467230
6326,3.99,488750
6327,12.99,463270
6328,2.99,436637
6329,2.99,436638
6330,2.99,436639
6331,3.99,464410
6332,3.99,464420
6333,3.99,464430
6334,2.99,340770
6335,19.99,313630
6336,0.99,486820
6337,2.99,488890
6338,4.99,295193
6339,4.99,295197
6340,0.0,442810
6341,1.99,486560
6342,9.99,486530
6343,1.99,487610
6344,9.99,432030
6345,6.99,366620
6346,1.99,487420
6347,7.99,489010
6348,9.99,488930
6349,4.99,489300
6350,1.99,462611
6351,9.99,477821
6352,0.0,456200
6353,7.99,411610
6354,29.99,477750
6355,4.99,431640
6356,2.0,291090
6357,4.99,463870
6358,1.99,485090
6359,14.99,489450
6360,4.99,430290
6361,9.99,485010
6362,0.99,473710
6363,0.0,488700
6364,0.99,485620
6365,4.99,462213
6366,4.99,473100
6367,7.99,462081
6368,11.99,400490
6369,4.99,462210
6370,4.99,462211
6371,9.99,462084
6372,9.99,462083
6373,49.99,350640
6374,14.99,435480
6375,9.99,466060
6376,1.99,489700
6377,3.99,484890
6378,0.99,488280
6379,4.99,490860
6381,2.99,488620
6382,4.99,488640
6383,4.99,404060
6384,4.99,458450
6385,4.0,491160
6386,0.99,491300
6387,4.99,485600
6388,2.99,454180
6389,1.99,488580
6390,2.99,436641
6391,3.99,485080
6392,34.99,490330
6393,3.99,484860
6394,6.99,466070
6395,0.0,487520
6396,9.99,458330
6397,0.99,490230
6398,19.99,491840
6399,24.99,457087
6400,12.99,457088
6401,1.99,478034
6402,19.99,491680
6403,0.99,467037
6404,0.99,467035
6405,1.99,467039
6406,0.99,467036
6407,9.99,486190
6408,1.99,485143
6409,1.99,478031
6410,1.99,478056
6411,1.99,478041
6412,1.99,478057
6413,1.99,478042
6414,1.99,478045
6415,1.99,478033
6416,1.99,478030
6417,1.99,478036
6418,1.99,478039
6419,1.99,478037
6420,1.99,478053
6421,1.99,485142
6422,1.99,485141
6423,1.99,467870
6424,0.0,456570
6425,1.99,478054
6426,9.99,488500
6427,0.99,459490
6428,19.99,376956
6429,0.0,464800
6430,2.99,491580
6431,2.99,491330
6432,4.99,431260
6433,4.99,450190
6434,2.99,489470
6435,0.99,492392
6436,3.99,489730
6437,11.99,376240
6438,34.99,477260
6439,2.99,485880
6440,0.99,492391
6441,2.99,487300
6442,0.0,433800
6443,2.99,455990
6444,9.99,450530
6446,0.99,463110
6447,9.99,466100
6448,19.99,363530
6449,1.99,391310
6451,4.99,455400
6452,4.99,460940
6453,7.99,490380
6454,24.99,492260
6455,9.99,407320
6456,24.99,492250
6457,3.99,417620
6458,0.0,476051
6459,0.0,476052
6460,1.99,486850
6461,2.99,493760
6462,4.99,458510
6463,0.0,464780
6464,6.99,493950
6465,15.99,325134
6466,15.99,325133
6467,19.99,492330
6468,9.99,357920
6469,4.99,453700
6470,0.0,488130
6471,0.99,492480
6472,9.99,493070
6473,0.0,488140
6474,5.99,492370
6475,9.99,479060
6476,34.99,479061
6477,49.99,493610
6478,4.99,340030
6479,9.99,467600
6480,9.99,467620
6481,34.99,494392
6482,1.99,467780
6483,39.99,494390
6484,9.99,490320
6485,1.99,398150
6486,1.99,494080
6487,29.99,438640
6488,4.99,441480
6490,9.99,439241
6491,19.99,465780
6492,3.99,489610
6493,14.99,494630
6494,4.99,468460
6495,99.99,489750
6496,1.99,493730
6497,1.99,497540
6498,9.99,423369
6499,14.99,492640
6500,9.99,494150
6501,9.99,490390
6502,4.99,486040
6503,4.99,485000
6504,9.99,437870
6505,3.99,488370
6506,3.99,488380
6507,0.0,369030
6508,3.99,488400
6509,19.99,462990
6510,12.99,496360
6511,3.99,488390
6512,1.99,491390
6513,29.99,493300
6514,39.99,493301
6515,9.99,406220
6516,34.99,444140
6517,14.99,458200
6518,1.99,492170
6519,5.99,494310
6520,8.99,497340
6521,0.0,435961
6522,0.99,495320
6523,4.99,454220
6524,19.99,492891
6525,29.99,492892
6526,2.99,492680
6527,9.99,492890
6528,12.99,462700
6529,4.99,425580
6530,4.99,457340
6531,4.99,295201
6532,19.99,423230
6533,4.99,295200
6534,2.99,436656
6535,2.99,436657
6536,2.99,436658
6537,7.99,436659
6538,17.99,378070
6539,9.99,490480
6540,2.99,495330
6541,14.99,498890
6542,14.99,498900
6543,3.99,492470
6544,9.99,495790
6545,3.99,492510
6546,19.99,418340
6547,13.99,496030
6548,3.99,490090
6549,19.99,496430
6550,0.0,498510
6551,0.99,487700
6552,14.99,497690
6553,3.99,493380
6554,0.0,437160
6555,1.99,492620
6556,0.0,497860
6557,7.99,492600
6558,0.99,497050
6559,0.99,493650
6560,1.99,488560
6561,12.99,389190
6562,0.0,314010
6563,0.99,486150
6564,0.99,498660
6565,9.99,466350
6566,0.99,490820
6567,0.99,499360
6568,14.99,473600
6569,7.99,466360
6570,1.99,497060
6571,0.0,493640
6572,1.99,496530
6573,4.99,415530
6574,0.0,493630
6575,24.99,406550
6576,2.99,496890
6577,14.99,443691
6578,1.99,499460
6579,3.99,487990
6580,4.99,468680
6581,2.99,494290
6582,9.99,368680
6583,0.0,501250
6584,7.99,500540
6585,9.99,500920
6586,15.99,470890
6587,9.99,500190
6588,0.99,454480
6589,9.99,475210
6590,7.99,294600
6591,2.99,436663
6592,1.99,488320
6593,9.99,277390
6594,0.99,500780
6595,2.99,464960
6596,0.99,468040
6597,1.99,491710
6598,9.99,465750
6599,2.99,500910
6600,99.99,498223
6601,4.99,498220
6602,19.99,498221
6603,49.99,498222
6604,14.99,437340
6605,29.99,452510
6606,34.99,449830
6608,0.99,499440
6609,4.99,461720
6610,1.99,438904
6611,4.99,418640
6612,3.99,500860
6613,3.99,492430
6614,2.99,491000
6615,1.99,499960
6616,0.99,500160
6617,99.99,275030
6618,0.0,444620
6619,14.99,494074
6620,2.99,492280
6621,3.99,499390
6622,1.99,490300
6623,7.99,458110
6624,9.99,491110
6625,0.0,393930
6626,6.99,471896
6627,6.99,471895
6628,14.99,372160
6629,6.99,490100
6630,4.99,496980
6631,5.99,501290
6632,5.99,501820
6633,6.99,501730
6634,2.99,501230
6635,7.99,488970
6636,14.99,500620
6637,1.99,486480
6638,9.99,374050
6639,0.0,468700
6640,9.99,465170
6641,9.99,496101
6642,14.99,362380
6643,0.0,496100
6644,3.99,488630
6645,9.99,493190
6646,0.0,502550
6647,0.0,381940
6648,2.99,500850
6649,1.99,493280
6650,1.99,495540
6651,2.99,378521
6652,4.99,455350
6654,19.99,500680
6655,2.99,499340
6656,0.99,461243
6657,4.99,447010
6658,0.99,461246
6659,9.99,425900
6660,0.0,464050
6661,7.99,288100
6662,2.99,461830
6663,9.99,485820
6664,4.99,494810
6665,29.99,294100
6666,1.99,457195
6667,1.99,457198
6668,1.99,457196
6669,1.99,457197
6670,5.99,434901
6671,3.99,500770
6672,0.0,496900
6673,1.99,498730
6674,9.99,503060
6675,9.99,493620
6676,6.99,498700
6677,14.99,497521
6678,0.99,473441
6679,49.99,410320
6680,1.99,464204
6681,29.99,462140
6682,5.99,501420
6683,0.99,464201
6684,4.99,327680
6685,29.99,373650
6686,4.99,295203
6687,39.99,441830
6688,0.99,480600
6689,2.99,436665
6690,2.99,436667
6691,14.99,501040
6692,7.99,436668
6693,7.99,500500
6694,2.99,436666
6695,4.99,495550
6696,11.99,475960
6697,3.99,495380
6698,6.99,503090
6699,2.99,496630
6700,0.0,503990
6701,14.99,498940
6702,99.99,485150
6703,2.99,500570
6704,9.99,452340
6705,0.99,501120
6706,11.99,486810
6707,0.0,498811
6708,11.99,500370
6709,6.99,425300
6710,29.99,496490
6711,0.0,346330
6712,2.99,502630
6713,2.99,504220
6714,5.99,502930
6715,5.99,504870
6716,9.0,500470
6717,0.0,500380
6718,0.0,503110
6719,6.99,504170
6721,0.0,462972
6722,4.99,504350
6723,0.0,438831
6724,3.99,501430
6725,9.99,299800
6726,1.99,499330
6727,14.99,376520
6728,0.0,462970
6729,14.99,458860
6730,9.99,480900
6731,1.99,470200
6732,0.99,497300
